RA,Fase,Turma,Nome,Data de Nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Nº Av,IAA,IEG,IPS,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Fase Ideal,Defasagem,IPP,Ano_Referencia,Instituicao_cat,Fase_num,Indicado_flag,Atingiu_PV_flag,nivel_risco,faixa_IEG,faixa_IAA,faixa_IPS,faixa_INDE
RA-548,3H,3H,Aluno-548,,13.0,Masculino,2021,Pública,Ametista,7.24016880346667,5.0,9.168,7.60042735066667,7.51,Não informado,6.66666666666667,9.0,5.0,6.0,,,5.626,10.0,Fase 3 (7° e 8° ano),0,5.9375,2024,Pública,3,,,Sem risco,Baixo,Alta,Médio,Médio
RA-1102,3H,3H,Aluno-1102,,12.0,Masculino,2023,Pública,Topázio,8.44061190473333,5.0,8.751,9.39047619033333,8.13,Não informado,9.33333333333333,10.0,8.0,10.0,,,7.07,10.0,Fase 2 (5° e 6° ano),1,5.9375,2024,Pública,3,,,Sem risco,Alto,Média,Alto,Alto
RA-1532,3H,3H,Aluno-1532,,15.0,Masculino,2024,Pública,Quartzo,4.54854478106667,5.0,0.0,3.90572390533333,7.51,Não informado,2.0,0.0,6.0,0.0,,,6.832,5.0,Fase 4 (9° ano),-1,7.5,2024,Pública,3,,,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-538,3H,3H,Aluno-538,,14.0,Masculino,2022,Pública,Ágata,6.51409401706667,5.0,8.751,7.66880341866667,7.51,Não informado,6.16666666666667,10.0,4.5,4.0,,,5.292,5.0,Fase 4 (9° ano),-1,5.625,2024,Pública,3,,,Risco moderado,Baixo,Média,Médio,Baixo
RA-365,3H,3H,Aluno-365,,11.0,Feminino,2022,Pública,Topázio,8.52698333333333,5.0,9.585,10.0,7.51,Não informado,6.66666666666667,8.0,7.0,5.0,,,8.202,10.0,Fase 2 (5° e 6° ano),1,8.4375,2024,Pública,3,,,Sem risco,Alto,Alta,Médio,Alto
RA-563,3H,3H,Aluno-563,,12.0,Feminino,2021,Pública,Topázio,8.59544761906667,5.0,9.168,9.461904762,8.135,Não informado,8.33333333333333,10.0,9.0,6.0,,,7.468,10.0,Fase 3 (7° e 8° ano),0,8.125,2024,Pública,3,,,Sem risco,Alto,Alta,Alto,Alto
RA-1157,3H,3H,Aluno-1157,,15.0,Masculino,2023,Pública,Ametista,7.91608293653333,5.0,9.585,9.08253968266667,7.51,Não informado,7.0,8.0,6.0,7.0,,,8.466,5.0,Fase 4 (9° ano),-1,7.96875,2024,Pública,3,,,Risco moderado,Médio,Alta,Médio,Alto
RA-258,3H,3H,Aluno-258,,13.0,Feminino,2021,Pública,Ágata,6.42906388886667,5.0,7.084,6.94444444433333,7.51,Não informado,2.5,,5.0,0.0,,,6.732,10.0,Fase 3 (7° e 8° ano),0,7.34375,2024,Pública,3,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-369,3H,3H,Aluno-369,,13.0,Masculino,2022,Pública,Quartzo,5.667282265,5.0,8.751,4.90811965833333,7.51,Não informado,1.66666666666667,0.0,0.0,5.0,,,5.428,10.0,Fase 3 (7° e 8° ano),0,6.40625,2024,Pública,3,,,Sem risco,Baixo,Média,Médio,Baixo
RA-375,3H,3H,Aluno-375,,13.0,Masculino,2021,Pública,Ametista,7.9700346154,5.0,9.585,9.44358974366667,7.51,Não informado,6.83333333333333,9.0,5.5,6.0,,,6.432,10.0,Fase 3 (7° e 8° ano),0,7.1875,2024,Pública,3,,,Sem risco,Alto,Alta,Médio,Alto
RA-1533,3I,3I,Aluno-1533,,14.0,Feminino,2024,Pública,Topázio,9.08982898553334,4.0,9.168,9.71014492766667,8.135,Não informado,9.5,10.0,8.5,10.0,,,8.3375,10.0,Fase 3 (7° e 8° ano),0,8.5,2024,Pública,3,,,Sem risco,Alto,Alta,Alto,Alto
RA-1534,3I,3I,Aluno-1534,,13.0,Feminino,2024,Pública,Ametista,7.18836666666667,4.0,7.917,9.66666666666667,8.135,Não informado,1.16666666666667,2.0,1.5,0.0,,,8.0825,10.0,Fase 3 (7° e 8° ano),0,8.0,2024,Pública,3,,,Sem risco,Alto,Baixa,Alto,Médio
RA-1160,3I,3I,Aluno-1160,,14.0,Masculino,2023,Pública,Ágata,6.27419098233333,4.0,8.751,8.201288245,7.51,Não informado,3.16666666666667,5.5,2.0,2.0,,,6.2475,5.0,Fase 4 (9° ano),-1,6.25,2024,Pública,3,,,Risco moderado,Médio,Média,Médio,Baixo
RA-562,3I,3I,Aluno-562,,13.0,Feminino,2021,Pública,Topázio,8.39273333333333,4.0,8.334,9.83333333333333,8.135,Não informado,7.83333333333333,7.5,7.5,8.5,,,7.25,10.0,Fase 3 (7° e 8° ano),0,7.625,2024,Pública,3,,,Sem risco,Alto,Média,Alto,Alto
RA-1112,3I,3I,Aluno-1112,,13.0,Masculino,2023,Pública,Ágata,6.856082394,4.0,9.585,9.02791197,8.135,Não informado,4.0,4.0,4.0,4.0,,,4.705,10.0,Fase 3 (7° e 8° ano),0,5.375,2024,Pública,3,,,Sem risco,Médio,Alta,Alto,Baixo
RA-1535,3I,3I,Aluno-1535,,13.0,Feminino,2024,Pública,Ametista,7.10939096993333,4.0,8.751,5.10312151633333,7.51,Não informado,5.83333333333333,7.5,5.5,4.5,,,7.9175,10.0,Fase 3 (7° e 8° ano),0,7.125,2024,Pública,3,,,Sem risco,Baixo,Média,Médio,Médio
RA-1536,3I,3I,Aluno-1536,,15.0,Feminino,2024,Pública,Ametista,7.65374444446667,4.0,9.168,8.72222222233333,8.135,Não informado,7.0,10.0,3.5,7.5,,,7.4575,5.0,Fase 4 (9° ano),-1,7.875,2024,Pública,3,,,Risco moderado,Médio,Alta,Alto,Médio
RA-357,3I,3I,Aluno-357,,14.0,Masculino,2022,Pública,Ametista,7.7315694042,4.0,8.751,9.02818035433333,8.135,Não informado,7.66666666666667,8.5,7.0,7.5,,,7.0825,5.0,Fase 4 (9° ano),-1,7.875,2024,Pública,3,,,Risco moderado,Médio,Média,Alto,Médio
RA-583,3I,3I,Aluno-583,,14.0,Feminino,2021,Pública,Ametista,7.44759103593333,4.0,7.917,8.90445517966667,8.135,Não informado,5.0,6.5,4.5,4.0,,,6.87,10.0,Fase 3 (7° e 8° ano),0,6.875,2024,Pública,3,,,Sem risco,Médio,Baixa,Alto,Médio
RA-1537,3I,3I,Aluno-1537,,14.0,Feminino,2024,Pública,Topázio,8.17626323133333,4.0,9.168,8.33064949,8.135,Não informado,8.66666666666667,10.0,6.0,10.0,,,8.67,5.0,Fase 4 (9° ano),-1,8.125,2024,Pública,3,,,Risco moderado,Médio,Alta,Alto,Alto
RA-599,3K,3K,Aluno-599,,12.0,Masculino,2022,Pública,Topázio,8.3569352941,3.0,10.002,8.60784313733333,9.375,Não informado,7.66666666666667,8.0,7.0,8.0,,,7.28,10.0,Fase 2 (5° e 6° ano),1,7.083333333,2024,Pública,3,,,Sem risco,Médio,Alta,Alto,Alto
RA-651,3K,3K,Aluno-651,,12.0,Feminino,2022,Pública,Topázio,8.6893000001,3.0,9.168,10.0,7.51,Não informado,7.5,10.0,6.0,6.5,,,8.336666667,10.0,Fase 2 (5° e 6° ano),1,8.541666667,2024,Pública,3,,,Sem risco,Alto,Alta,Médio,Alto
RA-1131,3K,3K,Aluno-1131,,13.0,Feminino,2023,Privada - Programa de Apadrinhamento,Topázio,8.2889555555,3.0,8.334,9.27777777766667,6.255,Não informado,8.33333333333333,8.0,7.0,10.0,,,7.893333333,10.0,Fase 3 (7° e 8° ano),0,7.291666667,2024,Privada,3,,,Sem risco,Alto,Média,Baixo,Alto
RA-403,3K,3K,Aluno-403,,14.0,Masculino,2021,Pública,Topázio,8.00848888883333,3.0,8.751,7.361111111,7.51,Não informado,7.66666666666667,6.0,8.0,9.0,,,7.613333333,10.0,Fase 3 (7° e 8° ano),0,8.541666667,2024,Pública,3,,,Sem risco,Baixo,Média,Médio,Alto
RA-1538,3K,3K,Aluno-1538,,13.0,Masculino,2021,Pública,Ametista,7.96317037043333,3.0,9.168,7.935185185,8.13,Não informado,7.16666666666667,7.5,6.0,8.0,,,7.106666667,10.0,Fase 2 (5° e 6° ano),1,7.916666667,2024,Pública,3,,,Sem risco,Médio,Alta,Alto,Alto
RA-469,3K,3K,Aluno-469,,13.0,Feminino,2022,Pública,Ametista,7.6846398693,3.0,9.168,9.498366013,7.51,Não informado,5.0,6.0,4.0,5.0,,,6.94,10.0,Fase 3 (7° e 8° ano),0,7.291666667,2024,Pública,3,,,Sem risco,Alto,Alta,Médio,Médio
RA-1121,3K,3K,Aluno-1121,,12.0,Masculino,2023,Pública,Topázio,8.40716666663333,3.0,9.585,10.0,7.51,Não informado,6.66666666666667,9.0,5.0,6.0,,,8.28,10.0,Fase 3 (7° e 8° ano),0,7.083333333,2024,Pública,3,,,Sem risco,Alto,Alta,Médio,Alto
RA-1122,3K,3K,Aluno-1122,,12.0,Masculino,2023,Pública,Ametista,7.81732222216667,3.0,8.751,9.861111111,7.51,Não informado,5.33333333333333,5.0,4.5,6.5,,,7.22,10.0,Fase 2 (5° e 6° ano),1,7.083333333,2024,Pública,3,,,Sem risco,Alto,Média,Médio,Alto
RA-422,3K,3K,Aluno-422,,14.0,Masculino,2022,Pública,Quartzo,5.54498148143333,3.0,7.5,6.15740740733333,7.51,Não informado,2.83333333333333,3.0,4.5,1.0,,,5.5,5.0,Fase 4 (9° ano),-1,6.458333333,2024,Pública,3,,,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-1117,3K,3K,Aluno-1117,,12.0,Feminino,2023,Pública,Ametista,7.60156296286667,3.0,8.751,8.31481481466667,7.51,Não informado,5.66666666666667,5.0,5.0,7.0,,,6.833333333,10.0,Fase 2 (5° e 6° ano),1,8.125,2024,Pública,3,,,Sem risco,Médio,Média,Médio,Médio
RA-1539,3K,3K,Aluno-1539,,13.0,Feminino,2024,Pública,Ametista,7.7095888889,3.0,6.667,9.02777777766667,6.885,Não informado,6.83333333333333,6.0,7.0,7.5,,,7.056666667,10.0,Fase 3 (7° e 8° ano),0,7.708333333,2024,Pública,3,,,Sem risco,Médio,Baixa,Médio,Médio
RA-618,3K,3K,Aluno-618,,15.0,Masculino,2021,Pública,Ágata,6.71834814823333,3.0,10.002,8.324074074,6.88,Não informado,4.16666666666667,5.0,4.5,3.0,,,6.826666667,5.0,Fase 5 (1° EM),-2,6.666666667,2024,Pública,3,,,Risco moderado,Médio,Alta,Médio,Baixo
RA-669,3K,3K,Aluno-669,,12.0,Masculino,2022,Pública,Ágata,6.6438703703,3.0,7.5,4.85185185166667,7.51,Não informado,5.33333333333333,5.0,6.0,5.0,,,6.883333333,10.0,Fase 3 (7° e 8° ano),0,7.291666667,2024,Pública,3,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-408,3K,3K,Aluno-408,,14.0,Feminino,2022,Pública,Ágata,6.5276296297,3.0,7.5,4.98148148166667,7.51,Não informado,4.83333333333333,3.0,5.5,6.0,,,6.776666667,10.0,Fase 3 (7° e 8° ano),0,7.083333333,2024,Pública,3,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-610,3K,3K,Aluno-610,,11.0,Feminino,2022,Pública,Ametista,7.89488888893333,3.0,9.585,9.69444444433333,3.76,Não informado,6.33333333333333,8.0,5.0,6.0,,,8.336666667,10.0,Fase 2 (5° e 6° ano),1,6.875,2024,Pública,3,,,Sem risco,Alto,Alta,Baixo,Alto
RA-409,3K,3K,Aluno-409,,13.0,Feminino,2022,Pública,Topázio,8.2254629629,3.0,9.585,9.23148148133333,7.51,Não informado,7.16666666666667,7.0,7.5,7.0,,,7.223333333,10.0,Fase 3 (7° e 8° ano),0,7.916666667,2024,Pública,3,,,Sem risco,Alto,Alta,Médio,Alto
RA-464,3L,3L,Aluno-464,,15.0,Feminino,2022,Pública,Ágata,6.87200906433333,4.0,9.168,7.85146198833333,8.76,Não informado,4.33333333333333,3.0,3.5,6.5,,,7.1175,5.0,Fase 4 (9° ano),-1,7.1875,2024,Pública,3,,,Risco moderado,Médio,Alta,Alto,Baixo
RA-1165,3L,3L,Aluno-1165,,13.0,Feminino,2023,Pública,Ametista,7.90804427246667,4.0,8.751,6.82972136233333,8.135,Não informado,8.0,9.0,7.5,7.5,,,7.83,10.0,Fase 3 (7° e 8° ano),0,6.875,2024,Pública,3,,,Sem risco,Baixo,Média,Alto,Alto
RA-466,3L,3L,Aluno-466,,15.0,Masculino,2022,Pública,Ágata,6.7787491228,4.0,8.751,7.223245614,8.76,Não informado,4.0,3.0,6.5,2.5,,,7.665,5.0,Fase 4 (9° ano),-1,7.5,2024,Pública,3,,,Risco moderado,Baixo,Média,Alto,Baixo
RA-414,3L,3L,Aluno-414,,14.0,Feminino,2021,Pública,Ametista,7.18762592593333,4.0,7.917,8.42962962966667,7.51,Não informado,6.0,9.0,3.0,6.0,,,5.67,10.0,Fase 3 (7° e 8° ano),0,6.25,2024,Pública,3,,,Sem risco,Médio,Baixa,Médio,Médio
RA-401,3L,3L,Aluno-401,,14.0,Feminino,2021,Pública,Ágata,6.72891140353333,4.0,6.666,6.83947368433333,6.885,Não informado,4.83333333333333,7.0,5.0,2.5,,,6.915,10.0,Fase 3 (7° e 8° ano),0,6.5625,2024,Pública,3,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-1141,3L,3L,Aluno-1141,,13.0,Feminino,2023,Pública,Ágata,6.79389086686667,4.0,9.585,6.19153766766667,7.51,Não informado,4.16666666666667,5.0,4.5,3.0,,,6.7825,10.0,Fase 3 (7° e 8° ano),0,6.5625,2024,Pública,3,,,Sem risco,Baixo,Alta,Médio,Baixo
RA-592,3L,3L,Aluno-592,,12.0,Feminino,2021,Privada,Ametista,7.1216222136,4.0,7.917,6.10815273466667,2.51,Não informado,7.83333333333333,7.0,8.0,8.5,,,7.625,10.0,Fase 2 (5° e 6° ano),1,7.65625,2024,Privada,3,,,Sem risco,Baixo,Baixa,Baixo,Médio
RA-474,3L,3L,Aluno-474,,15.0,Masculino,2021,Pública,Ágata,6.02475370373333,4.0,9.168,5.81851851866667,7.51,Não informado,3.0,4.0,3.0,2.0,,,6.8725,5.0,Fase 4 (9° ano),-1,7.1875,2024,Pública,3,,,Risco moderado,Baixo,Alta,Médio,Baixo
RA-602,3L,3L,Aluno-602,,13.0,Masculino,2021,Pública,Topázio,8.64740931373333,4.0,9.585,9.67058823533333,7.51,Não informado,7.33333333333333,9.0,5.0,8.0,,,8.545,10.0,Fase 3 (7° e 8° ano),0,8.28125,2024,Pública,3,,,Sem risco,Alto,Alta,Médio,Alto
RA-666,3L,3L,Aluno-666,,12.0,Masculino,2022,Pública,Topázio,8.18583880293333,4.0,10.002,7.881527348,7.51,Não informado,7.16666666666667,10.0,5.5,6.0,,,8.375,10.0,Fase 3 (7° e 8° ano),0,7.5,2024,Pública,3,,,Sem risco,Médio,Alta,Médio,Alto
RA-604,3L,3L,Aluno-604,,12.0,Feminino,2021,Pública,Ametista,7.42962355526667,4.0,8.334,7.50299277633333,8.13,Não informado,7.0,8.0,5.5,7.5,,,6.21,10.0,Fase 2 (5° e 6° ano),1,6.40625,2024,Pública,3,,,Sem risco,Baixo,Média,Alto,Médio
RA-476,3L,3L,Aluno-476,,14.0,Feminino,2021,Pública,Ágata,6.7359982456,4.0,7.917,6.596491228,7.51,Não informado,4.5,7.0,4.0,2.5,,,6.745,10.0,Fase 3 (7° e 8° ano),0,6.25,2024,Pública,3,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-423,3L,3L,Aluno-423,,14.0,Feminino,2022,Pública,Ágata,6.61619370486667,4.0,5.833,6.501135191,8.13,Não informado,4.33333333333333,6.0,3.5,3.5,,,6.8275,10.0,Fase 3 (7° e 8° ano),0,6.875,2024,Pública,3,,,Sem risco,Baixo,Baixa,Alto,Baixo
RA-631,3L,3L,Aluno-631,,14.0,Masculino,2022,Pública,Ágata,6.79567342046667,4.0,8.334,7.21220043566667,8.75,Não informado,4.16666666666667,7.0,3.5,2.0,,,6.245,10.0,Fase 3 (7° e 8° ano),0,5.625,2024,Pública,3,,,Sem risco,Baixo,Média,Alto,Baixo
RA-658,3M,3M,Aluno-658,,12.0,Feminino,2022,Pública,Ametista,7.50703333333333,5.0,8.751,10.0,8.135,Não informado,3.66666666666667,5.5,2.5,3.0,,,6.738,10.0,Fase 2 (5° e 6° ano),1,7.375,2024,Pública,3,,,Sem risco,Alto,Média,Alto,Médio
RA-1540,3M,3M,Aluno-1540,,14.0,Feminino,2024,Pública,Quartzo,5.69623333333333,5.0,8.334,5.0,7.51,Não informado,2.66666666666667,2.0,2.0,4.0,,,6.83,5.0,Fase 4 (9° ano),-1,7.125,2024,Pública,3,,,Risco moderado,Baixo,Média,Médio,Baixo
RA-1541,3M,3M,Aluno-1541,,13.0,Masculino,2024,Pública,Topázio,8.337,5.0,9.168,8.63333333333333,6.88,Não informado,8.16666666666667,9.0,7.0,8.5,,,7.736,10.0,Fase 3 (7° e 8° ano),0,8.25,2024,Pública,3,,,Sem risco,Médio,Alta,Médio,Alto
RA-1114,3M,3M,Aluno-1114,,12.0,Feminino,2023,Pública,Ametista,7.43746666666667,5.0,8.751,9.53333333333333,2.51,Não informado,5.0,5.0,3.0,7.0,,,7.836,10.0,Fase 3 (7° e 8° ano),0,8.375,2024,Pública,3,,,Sem risco,Alto,Média,Baixo,Médio
RA-662,3M,3M,Aluno-662,,13.0,Feminino,2022,Pública,Ametista,7.10747785546667,5.0,7.917,7.61072261066667,7.51,Não informado,4.16666666666667,4.5,5.0,3.0,,,7.234,10.0,Fase 3 (7° e 8° ano),0,7.625,2024,Pública,3,,,Sem risco,Baixo,Baixa,Médio,Médio
RA-760,3M,3M,Aluno-760,,13.0,Masculino,2021,Pública,Ágata,6.9425818182,5.0,9.168,7.090909091,7.51,Não informado,5.0,2.5,3.5,9.0,,,6.158,10.0,Fase 3 (7° e 8° ano),0,6.25,2024,Pública,3,,,Sem risco,Baixo,Alta,Médio,Médio
RA-1542,3M,3M,Aluno-1542,,16.0,Feminino,2024,Pública,Ágata,6.0886079922,5.0,7.501,6.30487329433333,8.135,Não informado,3.16666666666667,1.0,3.5,5.0,,,6.966,5.0,Fase 5 (1° EM),-2,7.375,2024,Pública,3,,,Risco moderado,Baixo,Baixa,Alto,Baixo
RA-404,3M,3M,Aluno-404,,14.0,Feminino,2021,Pública,Ágata,6.62458823526667,5.0,8.334,6.28627450966667,2.51,Não informado,5.66666666666667,6.0,5.0,6.0,,,6.998,10.0,Fase 3 (7° e 8° ano),0,7.5,2024,Pública,3,,,Sem risco,Baixo,Média,Baixo,Baixo
RA-1119,3M,3M,Aluno-1119,,14.0,Feminino,2023,Pública,Ametista,7.38826666666667,5.0,9.585,8.71666666666667,7.51,Não informado,5.66666666666667,6.0,3.5,7.5,,,7.698,5.0,Fase 4 (9° ano),-1,7.625,2024,Pública,3,,,Risco moderado,Médio,Alta,Médio,Médio
RA-1116,3M,3M,Aluno-1116,,15.0,Masculino,2023,Pública,Quartzo,3.7894777778,5.0,0.0,3.35555555566667,6.26,Não informado,2.33333333333333,1.0,3.0,3.0,,,5.066,5.0,Fase 4 (9° ano),-1,5.125,2024,Pública,3,,,Risco moderado,Baixo,Baixa,Médio,Baixo
RA-667,3M,3M,Aluno-667,,13.0,Masculino,2021,Pública,Ametista,7.17713060426667,5.0,9.168,7.03898635466667,7.51,Não informado,4.66666666666667,5.5,4.5,4.0,,,6.966,10.0,Fase 3 (7° e 8° ano),0,7.75,2024,Pública,3,,,Sem risco,Baixo,Alta,Médio,Médio
RA-605,3M,3M,Aluno-605,,13.0,Feminino,2021,Pública,Ágata,6.0175222222,5.0,7.5,6.19444444433333,6.885,Não informado,2.66666666666667,1.5,3.5,3.0,,,5.534,10.0,Fase 3 (7° e 8° ano),0,7.0,2024,Pública,3,,,Sem risco,Baixo,Baixa,Médio,Baixo
RA-1543,3M,3M,Aluno-1543,,14.0,Masculino,2024,Pública,Ágata,6.7545846154,5.0,7.5,8.076923077,7.51,Não informado,5.0,6.0,4.0,,,,7.066,5.0,Fase 4 (9° ano),-1,7.25,2024,Pública,3,,,Risco moderado,Médio,Baixa,Médio,Baixo
RA-1118,3M,3M,Aluno-1118,,14.0,Feminino,2023,Pública,Ametista,7.0305545924,5.0,7.084,7.84643962866667,9.38,Não informado,3.83333333333333,3.0,4.5,4.0,,,6.866,10.0,Fase 3 (7° e 8° ano),0,6.75,2024,Pública,3,,,Sem risco,Médio,Baixa,Alto,Médio
RA-1544,3M,3M,Aluno-1544,,14.0,Feminino,2024,Pública,Ágata,6.90556862746667,5.0,8.334,8.674509804,6.885,Não informado,5.83333333333333,5.5,5.5,6.5,,,6.598,5.0,Fase 4 (9° ano),-1,6.625,2024,Pública,3,,,Risco moderado,Médio,Média,Médio,Baixo
RA-1545,3N,3N,Aluno-1545,,12.0,Feminino,2024,Pública,Ametista,7.29659857553333,2.0,7.501,6.210826211,8.13,Não informado,8.16666666666667,8.0,6.5,10.0,,,6.165,10.0,Fase 3 (7° e 8° ano),0,6.25,2024,Pública,3,,,Sem risco,Baixo,Baixa,Alto,Médio
RA-1127,3N,3N,Aluno-1127,,12.0,Feminino,2023,Pública,Topázio,8.18096666666667,2.0,9.168,10.0,7.51,Não informado,5.83333333333333,8.5,4.5,4.5,,,7.67,10.0,Fase 3 (7° e 8° ano),0,8.125,2024,Pública,3,,,Sem risco,Alto,Alta,Médio,Alto
RA-1129,3N,3N,Aluno-1129,,12.0,Masculino,2023,Pública,Ametista,7.36041764706667,2.0,9.168,7.137254902,8.13,Não informado,6.83333333333333,9.0,5.5,6.0,,,5.745,10.0,Fase 3 (7° e 8° ano),0,6.875,2024,Pública,3,,,Sem risco,Baixo,Alta,Alto,Médio
RA-1546,3N,3N,Aluno-1546,,14.0,Masculino,2024,Pública,Ágata,6.90066210826667,2.0,8.334,6.37464387466667,8.75,Não informado,4.66666666666667,5.0,3.0,6.0,,,6.17,10.0,Fase 3 (7° e 8° ano),0,7.5,2024,Pública,3,,,Sem risco,Baixo,Média,Alto,Baixo
RA-1130,3N,3N,Aluno-1130,,12.0,Masculino,2023,Pública,Ágata,6.5639529412,2.0,8.751,6.27843137266667,8.13,Não informado,4.33333333333333,7.5,3.5,2.0,,,5.33,10.0,Fase 3 (7° e 8° ano),0,6.875,2024,Pública,3,,,Sem risco,Baixo,Média,Alto,Baixo
RA-1168,3N,3N,Aluno-1168,,14.0,Feminino,2023,Pública,Ágata,6.8640539216,2.0,9.585,7.68235294133333,7.51,Não informado,5.66666666666667,8.5,3.5,5.0,,,6.33,5.0,Fase 4 (9° ano),-1,7.1875,2024,Pública,3,,,Risco moderado,Baixo,Alta,Médio,Baixo
RA-613,3N,3N,Aluno-613,,15.0,Masculino,2021,Pública,Ametista,7.4019,2.0,8.334,9.56666666666667,7.51,Não informado,7.33333333333333,8.0,6.0,8.0,,,6.25,5.0,Fase 4 (9° ano),-1,6.875,2024,Pública,3,,,Risco moderado,Alto,Média,Médio,Médio
RA-433,3N,3N,Aluno-433,,14.0,Masculino,2022,Pública,Ametista,7.21815714286667,2.0,7.918,8.380952381,8.13,Não informado,4.83333333333333,6.5,4.0,4.0,,,6.415,10.0,Fase 3 (7° e 8° ano),0,6.875,2024,Pública,3,,,Sem risco,Médio,Baixa,Alto,Médio
RA-1547,3N,3N,Aluno-1547,,14.0,Feminino,2024,Pública,Ágata,6.7484806268,2.0,7.917,6.46723646733333,8.13,Não informado,6.66666666666667,9.5,6.0,4.5,,,6.335,5.0,Fase 4 (9° ano),-1,7.5,2024,Pública,3,,,Risco moderado,Baixo,Baixa,Alto,Baixo
RA-1548,3N,3N,Aluno-1548,,13.0,Feminino,2024,Pública,Ágata,6.48249971506667,2.0,8.334,5.242165242,7.51,Não informado,4.83333333333333,9.0,4.5,1.0,,,5.665,10.0,Fase 3 (7° e 8° ano),0,7.5,2024,Pública,3,,,Sem risco,Baixo,Média,Médio,Baixo
RA-304,3N,3N,Aluno-304,,16.0,Masculino,2021,Pública,Ágata,6.8524114846,2.0,10.002,7.82689075633333,7.51,Não informado,7.16666666666667,9.0,5.5,7.0,,,5.825,2.5,Fase 6 (2° EM),-3,6.875,2024,Pública,3,,,Alto risco,Médio,Alta,Médio,Baixo
RA-1549,3N,3N,Aluno-1549,,15.0,Masculino,2024,Pública,Ágata,6.51486220046667,2.0,9.585,7.44139433566667,7.51,Não informado,4.16666666666667,5.5,3.0,4.0,,,6.325,5.0,Fase 5 (1° EM),-2,7.1875,2024,Pública,3,,,Risco moderado,Baixo,Alta,Médio,Baixo
RA-632,3P,3P,Aluno-632,,12.0,Feminino,2022,Pública,Ametista,7.515491249,4.0,7.917,8.99916457833333,6.875,Não informado,4.16666666666667,0.0,6.0,6.5,,,7.875,10.0,Fase 3 (7° e 8° ano),0,8.28125,2024,Pública,3,,,Sem risco,Médio,Baixa,Médio,Médio
RA-633,3P,3P,Aluno-633,,13.0,Feminino,2021,Pública,Quartzo,5.22847017546667,4.0,4.584,4.707017544,2.51,Não informado,3.33333333333333,4.0,6.0,0.0,,,6.1175,10.0,Fase 3 (7° e 8° ano),0,6.875,2024,Pública,3,,,Sem risco,Baixo,Baixa,Baixo,Baixo
RA-1137,3P,3P,Aluno-1137,,11.0,Feminino,2023,Pública,Ametista,7.18375265246667,4.0,8.334,7.58863826233333,8.13,Não informado,3.5,1.0,4.5,5.0,,,7.4575,10.0,Fase 2 (5° e 6° ano),1,8.28125,2024,Pública,3,,,Sem risco,Baixo,Média,Alto,Médio
RA-646,3P,3P,Aluno-646,,14.0,Masculino,2021,Pública,Ametista,7.71549166666667,4.0,10.002,9.26666666666667,7.51,Não informado,6.16666666666667,9.0,4.5,5.0,,,7.7475,5.0,Fase 4 (9° ano),-1,8.28125,2024,Pública,3,,,Risco moderado,Alto,Alta,Médio,Médio
RA-1550,3P,3P,Aluno-1550,,15.0,Masculino,2024,Pública,Ágata,6.06423611106667,4.0,9.585,5.222222222,7.51,Não informado,4.33333333333333,5.0,3.0,5.0,,,6.2025,5.0,Fase 4 (9° ano),-1,7.03125,2024,Pública,3,,,Risco moderado,Baixo,Alta,Médio,Baixo
RA-1139,3P,3P,Aluno-1139,,12.0,Masculino,2023,Pública,Ágata,6.9062763576,4.0,8.334,6.15271512133333,7.51,Não informado,4.66666666666667,5.0,3.0,6.0,,,7.04,10.0,Fase 2 (5° e 6° ano),1,7.5,2024,Pública,3,,,Sem risco,Baixo,Média,Médio,Baixo
RA-444,3P,3P,Aluno-444,,14.0,Masculino,2021,Pública,Quartzo,5.41018863826667,4.0,8.334,6.37727652466667,2.51,Não informado,3.66666666666667,2.0,5.0,4.0,,,5.96,5.0,Fase 4 (9° ano),-1,6.25,2024,Pública,3,,,Risco moderado,Baixo,Média,Baixo,Baixo
RA-445,3P,3P,Aluno-445,,14.0,Masculino,2022,Pública,Ametista,7.3416246032,4.0,7.917,8.715873016,7.51,Não informado,4.0,3.0,6.0,3.0,,,7.3725,10.0,Fase 3 (7° e 8° ano),0,7.8125,2024,Pública,3,,,Sem risco,Médio,Baixa,Médio,Médio
RA-639,3P,3P,Aluno-639,,12.0,Feminino,2021,Pública,Quartzo,5.7693807644,4.0,7.917,5.27819548866667,2.51,Não informado,3.83333333333333,1.0,4.5,6.0,,,6.1625,10.0,Fase 3 (7° e 8° ano),0,6.71875,2024,Pública,3,,,Sem risco,Baixo,Baixa,Baixo,Baixo
RA-1142,3P,3P,Aluno-1142,,12.0,Feminino,2023,Pública,Topázio,8.39056666666667,4.0,8.334,9.13333333333333,7.51,Não informado,8.5,10.0,8.0,7.5,,,7.335,10.0,Fase 3 (7° e 8° ano),0,8.125,2024,Pública,3,,,Sem risco,Alto,Média,Médio,Alto
